miRNA,GSM7886764,GSM7886765,GSM7886766,GSM7886767,GSM7886768,GSM7886769,GSM7886770,GSM7886771,GSM7886772,GSM7886773,GSM7886774,GSM7886775,GSM7886776,GSM7886777,GSM7886778
hsa-miR-4750-3p,4.93645,3.82144,1.71926,4.64897,4.84201,6.9437,7.94403,5.50206,6.19011,5.13114,4.99203,3.76565,3.94779,4.51072,4.35944
hsa-miR-4750-5p,0.1,10.24987,0.1,2.59997,3.89145,3.16504,2.61114,2.94873,8.55527,2.16616,5.87095,2.67372,3.27096,1.82789,0.1
hsa-miR-4751,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4752,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4753-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4753-5p,0.1,0.1,0.1,0.1,3.61865,7.01336,5.3794,5.37899,9.80506,6.4085,5.20597,0.1,0.1,0.1,1.92375
hsa-miR-4754,0.1,0.1,0.1,0.1,3.28413,0.1,0.1,0.1,2.46943,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4755-3p,0.1,2.01706,0.1,4.33429,6.45377,8.10483,9.41088,2.82799,8.41055,0.1,6.97105,0.1,1.81463,0.1,5.68834
hsa-miR-4755-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4756-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4756-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4757-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4757-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4758-3p,11.2131,10.55187,6.33399,14.12421,21.99309,25.1752,39.2263,21.51417,22.33474,16.62191,15.94169,11.6421,9.61896,11.39357,13.31619
hsa-miR-4758-5p,1.8197,2.53776,0.1,2.98977,5.29041,14.94675,12.67032,15.30955,38.9174,19.44366,7.97845,3.44121,5.70666,3.37917,8.0295
hsa-miR-4759,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4760-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4760-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4761-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4761-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4762-3p,0.1,5.31056,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4762-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4763-3p,336.729,282.047,29.4617,577.401,622.499,1891.526,1966.416,3180.74,3428.95,2346.44,874.148,977.139,907.938,981.088,1283.076
hsa-miR-4763-5p,3.69058,0.1,0.1,0.1,4.4758,1.65303,2.49554,2.00626,0.1,3.25511,2.33541,0.1,2.23584,0.1,0.1
hsa-miR-4764-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4764-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4765,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4766-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4766-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4767,25.22185,24.6917,12.0562,35.5473,32.9541,76.1452,70.1114,71.4098,121.0442,94.3985,50.1755,42.1238,55.2246,50.7356,40.7268
hsa-miR-4768-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4768-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4769-3p,10.26257,7.10684,6.52137,10.29209,11.9058,10.69239,10.23418,12.013,18.36255,14.07247,11.1315,10.55516,12.56128,9.79272,12.10934
hsa-miR-4769-5p,8.31791,6.95417,0.1,10.25874,30.6342,33.2816,33.6009,45.3485,41.0632,20.52906,17.87518,15.06408,17.46017,7.36985,23.1775
hsa-miR-4770,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4771,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4772-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4772-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4773,0.1,0.1,0.1,0.1,0.1,1.76631,4.45826,0.1,5.09244,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4774-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4774-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4775,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4776-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4776-5p,0.1,0.1,0.1,0.1,0.1,0.1,1.82174,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4777-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4777-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4778-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4778-5p,24.3232,58.8584,3.21868,64.885,129.7716,306.836,161.2145,229.252,338.413,212.547,209.25,184.1656,206.851,167.9963,254.068
hsa-miR-4779,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4780,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4781-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4781-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4782-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4782-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4783-3p,0.1,0.1,0.1,0.1,0.1,2.67813,1.91052,2.63535,3.15823,2.09291,0.1,0.1,0.1,0.1,0.1
hsa-miR-4783-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4784,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4785,14.74641,11.9222,3.21322,20.74992,17.71458,49.66725,32.3887,45.11064,56.95804,43.14783,36.11409,24.38527,26.03437,25.31371,21.31984
hsa-miR-4786-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4786-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4787-3p,53.5603,32.3712,12.62452,92.066,74.6243,95.4841,157.5315,109.6837,126.2523,99.5331,77.0894,73.321,60.384,69.8651,93.8267
hsa-miR-4787-5p,16.64396,30.5886,5.76441,32.02251,32.19474,32.96588,47.6381,42.72595,37.15616,31.08997,25.38247,26.7788,19.76718,22.99211,33.67242
hsa-miR-4788,19.8867,19.47983,0.1,33.6583,56.8236,166.3394,108.8288,171.6261,315.028,185.4277,66.4281,56.6875,74.1354,46.738,80.7018
hsa-miR-4789-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4789-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4790-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4790-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4791,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4792,6.39266,1.8784,0.1,3.79261,15.81918,8.72398,25.46375,9.06823,9.05399,4.19066,4.71464,3.60084,2.01901,2.23309,11.99294
hsa-miR-4793-3p,3.86678,23.9518,0.1,11.17233,28.8994,37.5231,40.8326,33.9281,27.0459,17.71517,27.0062,18.06836,16.48726,4.37802,12.86365
hsa-miR-4793-5p,5.63097,11.61053,0.1,17.5196,33.6484,26.3804,32.9651,35.1889,43.6905,23.9221,20.52358,21.57076,21.2662,13.08459,26.3505
hsa-miR-4794,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4795-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4795-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4796-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4796-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4797-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4797-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4798-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4798-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4799-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4799-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4800-3p,0.1,2.19376,0.1,3.28925,3.04391,1.88269,4.48579,2.733,7.26633,0.1,1.81325,0.1,0.1,6.03104,0.1
hsa-miR-4800-5p,45.2688,75.3694,4.62855,90.7939,194.7015,316.848,203.7531,184.8861,406,209.862,256.894,220.221,239.29,157.2207,302.895
hsa-miR-4801,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4802-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4802-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4803,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4804-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4804-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-483-3p,16.89097,6.72206,7.62245,10.97962,15.60328,7.48206,7.80517,7.76724,8.18887,10.58191,13.31873,9.84307,13.71319,6.55227,9.63419
hsa-miR-483-5p,69.0777,156.9563,9.21306,182.6263,297.249,737.962,365.823,490.28,980.861,645.888,537.794,407.164,503.648,439.853,608.103
hsa-miR-484,2.70098,3.97631,0.1,5.75844,4.29626,5.06919,4.07207,5.62271,7.08119,7.10927,7.04388,2.65742,5.23334,7.42676,5.10905
hsa-miR-485-3p,3.32334,1.89987,0.1,4.54781,4.12861,0.1,0.1,0.1,0.1,0.1,4.14758,0.1,4.20004,0.1,0.1
hsa-miR-485-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-486-3p,0.1,0.913899,0.1,1.10526,0.1,0.806393,0.1,0.1,4.44074,20.5496,3.93824,2.48688,4.48961,15.06284,8.79503
hsa-miR-486-5p,50.1117,42.1785,8.13002,57.3258,45.3131,49.0176,25.2203,23.64606,41.9814,169.8873,86.2294,56.9588,120.0718,204.7711,136.7336
hsa-miR-487a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-487a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-487b-3p,0.1,0.1,0.1,2.37033,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-487b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-488-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-488-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-489-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-489-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-490-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-490-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-491-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-491-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-492,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-493-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-493-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-494-3p,16.868,7.074,0.1,19.8383,14.36652,14.80256,17.66031,13.25346,18.57294,16.93305,19.17898,14.33146,14.2719,16.8318,24.94299
hsa-miR-494-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-495-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-495-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-497-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-497-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-498,1.4293,0.1,0.1,4.07235,4.44616,7.11965,7.13574,8.89147,11.82982,9.40572,5.037,2.72915,4.28832,5.93635,7.14611
hsa-miR-4999-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4999-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-499a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-499a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-499b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-499b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5000-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5000-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5001-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5001-5p,7.01756,17.43877,0.1,17.01164,17.37744,22.42329,29.8322,31.9106,43.4093,21.50193,12.56265,18.16984,11.6775,14.27315,26.16224
hsa-miR-5002-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5002-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5003-3p,0.1,0.1,0.1,0.1,3.49318,5.83355,6.22282,9.0206,10.67717,6.57199,3.9473,0.1,0.1,0.1,0.1
hsa-miR-5003-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5004-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5004-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5006-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5006-5p,8.96197,38.4651,0.1,41.8443,42.2085,69.6467,64.8497,82.906,107.7505,47.8661,52.242,41.2535,42.0162,32.5884,59.5793
hsa-miR-5007-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5007-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5008-3p,0.1,0.1,0.1,0.1,1.60262,8.82362,8.74586,12.84008,17.68814,11.37386,0.1,0.1,0.1,5.06537,0.1
hsa-miR-5008-5p,2.75929,5.22792,0.1,10.22689,14.09713,15.08737,16.48528,20.16396,38.2201,14.14002,11.05978,10.60228,8.4823,8.18066,12.46297
hsa-miR-5009-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5009-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-500a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-500a-5p,0.1,0.1,0.1,0.1,0.1,0.1,1.24926,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-500b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-500b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-501-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-501-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5010-3p,4.09474,5.03181,3.9753,5.89051,5.89971,6.24675,5.73889,6.28141,5.97373,6.01346,6.58692,5.98734,5.62571,5.4823,5.15553
hsa-miR-5010-5p,2.66964,0.1,0.1,3.16758,4.28545,0.1,2.60885,0.1,2.56228,0.1,0.1,0.1,0.1,0.1,1.92657
hsa-miR-5011-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5011-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-502-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-502-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-503-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-503-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-504-3p,4.68034,8.69554,0.1,14.34208,9.78337,7.31844,9.34539,6.42879,7.08311,2.96255,8.31648,7.12492,4.88904,2.78436,3.65925
hsa-miR-504-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5047,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-505-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-505-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-506-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-506-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-507,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-508-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-508-5p,0.1,0.1,0.1,0.1,0.1,1.10463,2.81262,1.37206,3.08224,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5087,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5088-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5088-5p,3.16643,11.09807,0.1,11.8111,11.6727,11.68031,23.1243,16.84375,20.73126,8.29824,12.52571,13.53137,9.76619,5.66554,14.25025
hsa-miR-5089-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5089-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-509-3-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-509-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-509-5p,1.31578,0.1,0.1,0.1,1.70437,3.74571,0.1,0.1,5.17642,0.1,4.07723,0.1,0.1,0.1,0.1
hsa-miR-5090,0.1,6.11232,0.1,0.1,4.09711,1.2337,2.38396,0.1,5.1104,0.1,1.22842,0.1,0.1,0.1,0.1
hsa-miR-5091,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5092,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5093,0.1,4.17713,0.1,1.75914,4.07963,5.27062,6.48479,7.25845,6.69718,3.63977,4.30557,3.13626,3.85198,0.1,1.90832
hsa-miR-5094,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5095,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-5096,0.1,3.42187,0.1,4.05237,5.90077,8.29917,9.21465,32.6109,45.98274,11.8397,5.90096,7.66075,5.21796,6.44583,9.62383
hsa-miR-510-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-510-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
