"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","tissue","n_miRNA","n_targets","collection","term"
"GO:0045859","regulation of protein kinase activity","89/3678","182/11178",0.489010989010989,1.48617858487353,4.63075719108504,4.77654883514946e-06,0.00327815582551721,0.00288909516934323,"LATS2/FGFR1/ECT2/CDKN1A/SOCS5/CDC25A/CCNT1/FGF2/MAP4K2/MAP3K7/CCNE2/CACUL1/CDK12/MMD/CDKN1B/HMGA2/CCNG1/HGS/APC/CCNT2/CDC6/CDC25C/PIK3CG/PTPRJ/TAB2/AKT1S1/CDK5R1/SNX9/TFAP4/EZH2/TRIB1/MAP3K4/CCNK/CHP1/RAP2C/NPM1/SIRT1/MAP2K1/TNFRSF10A/CEP43/SYNPO2/FBN1/PIM1/DUSP7/IGF1/GTF2H1/FGF1/PKMYT1/ERBB2/SFN/THY1/MEN1/SRCIN1/MRNIP/XRCC5/DUSP1/TENM1/CAMKK2/PTPRC/PPIA/TNFSF15/EREG/MAP2K2/CD4/TSG101/DYNAP/DDR2/ZFP91/PTPN1/GPRC5A/NHERF1/STK11/STK38/SYAP1/LYN/ARHGEF5/ADAR/CLSPN/ADIPOQ/XRCC6/RAP2B/PTK6/SERTAD1/WARS1/PAK2/AIDA/RASSF2/TRIB2/LTF",89,"bone",35,3992,"go_bp","regulation of protein kinase activity___bone"
"GO:0071559","response to transforming growth factor beta","112/3678","240/11178",0.466666666666667,1.41827079934747,4.58703510548036,5.23886640081352e-06,0.00327815582551721,0.00288909516934323,"LATS2/ZEB1/TP53/STAT3/PARP1/BMP2/FGFR2/MEF2C/SKIL/SINHCAF/SMAD2/CRK/SFRP1/SOX9/COL1A1/SMAD7/PPM1A/SKI/MAP3K7/CD2AP/SMURF2/SPRED1/SMURF1/ZFP36L2/ROCK2/TGFBR1/LRRC32/LOX/KMT2A/YES1/TWSG1/BRMS1L/TGFBR2/PPARA/TGFBR3/FOS/ZEB2/TGFB1/LEFTY1/DAB2/NR3C1/SMAD4/RNF111/WNT7A/ZBTB7A/TGFB2/SIRT1/ZFHX3/SMAD3/CLDN1/GDF11/SMAD1/ITGA3/ROCK1/FBN1/LTBP2/HPGD/HSPA1A/SOX5/BMPR1A/SMAD9/ABL1/FOLR1/HSP90AB1/ENG/MEN1/PIN1/OGT/ADISSP/APAF1/PDE3A/TGFBRAP1/ARID4B/MYOCD/SMAD6/APPL1/CAV1/TSKU/ZFP36L1/CREBBP/ZNF703/SMAD5/DDR2/PDPK1/ARRB2/SELENON/FKBP1A/PEG10/TGFBR3L/TSC22D1/WFIKKN2/COL1A2/RUNX3/LIMS1/STK11/BAMBI/CRKL/ING1/FURIN/ZNF451/RBBP4/SOX6/GIPC1/PAK2/ZMIZ1/EP300/ERO1A/GLG1/WNT10A/TRIM33/ACVRL1/DKK3",112,"bone",35,3992,"go_bp","response to transforming growth factor beta___bone"
"GO:0042325","regulation of phosphorylation","145/3678","325/11178",0.446153846153846,1.35592922574978,4.56003614480267,5.33515414641137e-06,0.00327815582551721,0.00288909516934323,"LATS2/LIF/FGFR1/BMP2/ECT2/IL6/PTEN/VEGFA/ZBED3/AKT1/SFRP1/FZD7/NRP1/CDKN1A/SOCS5/CDC25A/CREBL2/CCNT1/FGF2/MCM7/MAP4K2/MAP3K7/CCNE2/WNK3/ZNF622/CACUL1/CNKSR3/CDK12/MMD/CDKN1B/HMGA2/CCNG1/HGS/APC/CCNT2/CDC6/CDC25C/PIK3CG/PTPRJ/RAC1/TAB2/AKT1S1/PPP1R15B/C9orf72/THBS4/MAPK1/CDK5R1/SNX9/RACK1/TFAP4/EZH2/TRIB1/HNRNPU/MAP3K4/CCNK/CHP1/RAP2C/NPM1/KIT/SIRT1/MAP2K1/EFNA5/TNFRSF10A/CEP43/SYNPO2/FBN1/PIM1/ANG/ARRB1/DUSP7/INHBA/RSPO1/IGF1/ZNF268/EGF/GTF2H1/FGF1/PKMYT1/ERBB2/EGFR/RAF1/SFN/THY1/IL31RA/MEN1/PIN1/NSD1/SRCIN1/MRNIP/TERF2IP/XRCC5/DUSP1/TENM1/LIMCH1/CAMKK2/PTPRC/BARD1/PPIA/TNFSF15/EREG/PFN2/MAP2K2/CD4/TSG101/ZC3H12A/DYNAP/DDR2/FGF10/SESN2/ZFP91/PTPN1/GPRC5A/ARHGEF2/RALBP1/NHERF1/STK4/RBL1/C3/STK11/STK38/TARDBP/FKBP8/SYAP1/LYN/PTPN2/ARHGEF5/ADAR/BCL10/ANGPT4/CLSPN/MOB1B/ADIPOQ/XRCC6/RAP2B/PTK6/SERTAD1/WARS1/PAK2/GRB10/MIDN/AIDA/ACVR2A/RASSF2/TRIB2/LTF",145,"bone",35,3992,"go_bp","regulation of phosphorylation___bone"
"GO:0045646","regulation of erythrocyte differentiation","28/3678","42/11178",0.666666666666667,2.02610114192496,4.66539115020755,7.5160225624339e-06,0.0034827284868591,0.00306938857793045,"MAFB/CDK6/FOXO3/STAT1/STAT5A/STAT3/TAL1/KLF13/HSPA1B/KAT7/ZFPM1/HOXA5/ETS1/HIF1A/B2M/HSPA1A/HMGB2/INHBA/SENP1/ARNT/MAPK14/GLUL/ZFP36L1/GATA2/ZFP36/LYN/FAM210B/ACVR2A",28,"bone",35,3992,"go_bp","regulation of erythrocyte differentiation___bone"
"GO:0045787","positive regulation of cell cycle","155/3957","281/11178",0.551601423487544,1.55820083693297,7.01515297598674,6.06748548832214e-12,3.35349922939565e-08,2.65053313437231e-08,"RB1/CDC25A/SFPQ/TGFB2/STAT5A/CDC25C/EIF4E/TMOD3/EGFR/CDK4/EZH2/ADAM17/ARF6/CD28/FGF10/MDM2/RPS6KB1/IGF1/CCND1/APP/ANXA1/CCND2/RDX/BUB1/CCNE2/ESPL1/UBE2C/E2F7/CEP120/USP19/RAB11FIP4/RCC2/BCL2L11/MED1/FGFR1/BIRC5/CDC6/DUSP3/PAFAH1B1/PLSCR1/MAP3K7/WEE1/CUL3/SKA1/C6orf89/POC1A/KIF3B/RPS15A/CDC25B/AKT1/PDGFB/TERT/TNF/MTA3/CDC14B/CYP1A1/RHOA/ROCK2/BTC/FOXG1/IGF2/ATRX/NR4A3/USP22/GPSM2/KIF23/CCNE1/BRCA2/PIM1/DTL/FEN1/WNK1/RAD21/CDC20/DDX3X/ECT2/FOXA1/HOXA13/HSPA2/MAD2L1/MEIS2/NKX3-1/OVOL1/LGMN/RRM1/STIL/CDC7/PKP4/CDC14A/KAT2B/KIF20B/DLGAP5/KIF14/SMC4/SMC2/PLK4/CIT/NCAPH/FBXO5/RACGAP1/E2F8/ATAD5/CCDC15/DBF4B/FAM83D/SASS6/CCNY/STXBP4/GEN1/SLF2/SLF1/KNL1/CEP295/PBX1/MEPCE/IL10/GIPC1/ADAMTS1/CCND3/ASNS/DYNC1H1/EIF4G1/HNRNPU/PPP1R10/RARA/SVIL/TCF3/TPR/CUL4A/NCAPD2/EXOC7/NUP62/NUPR1/PAF1/MAD2L1BP/NUDT16/DDX11/RAD23A/HCFC1/MACROH2A1/TAL1/SPAST/AURKA/TGFA/CCPG1/TTL/UBXN2B/TFDP1/INO80/HES1/CDC23/EIF4EBP1/SLC6A4/PAGR1/NUMA1",155,"bowel",33,4244,"go_bp","positive regulation of cell cycle___bowel"
"GO:0007346","regulation of mitotic cell cycle","203/3957","406/11178",0.5,1.41243366186505,6.26636844601568,5.80801162639506e-10,1.60504401295427e-06,1.26859201313366e-06,"RB1/CDC25A/STAT5A/CDC25C/EIF4E/KLF11/ZMPSTE24/TMOD3/PTEN/CDK6/CDKN1A/EGFR/CDK4/EZH2/KLF4/MUC1/ADAM17/ACTB/CD28/FGF10/MDM2/RPS6KB1/IGF1/JADE1/CCND1/CDKN1B/APP/ANXA1/CCND2/RDX/BUB1/RAD9A/CCNE2/ESPL1/UBE2C/E2F7/BMP4/RCC2/BCL6/E2F1/FGFR1/CHFR/BIRC5/CDC6/DUSP3/ORC1/PAFAH1B1/WEE1/CUL3/CRLF3/RIOK2/FBXO31/NEK7/SKA1/CCDC8/BCL2/CDC25B/AKT1/PDGFB/SMARCD2/TERT/TNF/THAP1/MTA3/CDC14B/CYP1A1/BTC/FOXG1/IGF2/PKD1/PIN1/TP53/CTNNB1/CDKN2A/BRCA1/CDK2/INHBA/DPF2/STK33/SIRT1/DUSP1/BRD7/USP22/TTK/NEK9/CENPF/ID2/IQGAP1/CCNE1/BRCA2/PIM1/APC/DTL/RAD21/BARD1/BLM/BUB1B/CDC20/CDKN2D/CENPE/DDX3X/ERCC3/FOXA1/HOXA13/HSPA2/MAD2L1/MEIS2/MKI67/NBN/NKX3-1/OVOL1/LGMN/RBL2/RRM1/STIL/SMARCA2/SMARCB1/CDC7/CDC14A/TRIP13/KIF20B/DLGAP5/KIF14/ANAPC10/TOPBP1/ANAPC15/APPL1/FBXO5/ANLN/RFWD3/PHF10/INIP/CLSPN/BORA/ATAD5/DBF4B/NUF2/TICRR/EME1/SASS6/GEN1/KNL1/HASPIN/PBX1/MEPCE/FOXM1/IL10/ARID2/RBX1/BTG3/CTDSP2/ADAMTS1/CCND3/ASNS/EIF4G1/HNRNPU/FOXO4/PPP1R10/RPA3/SMARCA4/SMARCC2/TCF3/TPR/CUL4A/BUB3/MDC1/NUP62/VPS4A/STK35/PIM3/MAD2L1BP/CTC1/KLHL22/SDE2/TP73/BCL7B/CKS1B/TAL1/SMARCD1/AURKA/TGFA/MRNIP/MAD2L2/CDC27/TTL/PLK1/YWHAE/CKS2/FOXC1/RBL1/ZNF655/ANGEL2/TFDP1/INO80/HES1/ZFP36L2/CDC23/EIF4EBP1/GSK3B/TAOK1/SMARCC1/WAC/ABRAXAS1",203,"bowel",33,4244,"go_bp","regulation of mitotic cell cycle___bowel"
"GO:0002009","morphogenesis of an epithelium","212/3957","431/11178",0.491879350348028,1.38949390401573,6.10439536107788,1.48374922910913e-09,2.73356066309538e-06,2.16054712308873e-06,"ZEB2/TGFB2/YAP1/STAT5A/EPHA2/EPHA7/STK3/NRP1/GNA13/PHB2/LHX1/PTEN/MYCN/NOTCH1/TGFBR2/ESR1/VEGFA/CD44/MYC/HMGA2/EGFR/CTNND1/PODXL/HIF1A/JAG1/IGFBP5/ERBB4/KLF4/CTNNBIP1/STAT1/ADAM17/ACTB/COL5A1/HBEGF/FGF10/ILK/SMAD3/SMAD4/MMP12/MMP14/RREB1/SOX9/SOX11/FZD6/IGF1/WNT2B/RDH10/HOXA5/NOTCH2/CASP3/HOXB7/FLNA/ITGAV/SKI/VCL/HAND1/NUP50/FRS2/GLMN/LGR4/NTN4/AJAP1/BMP4/LRP2/MED12/KRAS/MED1/FGFR1/BTRC/EPHA4/HOXD13/ID4/PAFAH1B1/SFRP1/TFAP2C/ALDH1A2/AJUBA/DVL1/TCF15/HHIP/SAPCD2/FEM1B/JHY/ACTG1/BCL2/TRAF6/ITGB1/MMP2/TNF/TULP3/NCKAP1/BRD2/AIRE/TRIM71/SNAI2/RHOA/WNT1/ETV5/KDR/MSN/FERMT2/WNT16/PKD1/GATA4/DLC1/GJA1/AREG/CTNNB1/GRB2/PCDH8/SRF/HGF/COL4A1/RARG/GATA3/PIK3CD/CAMSAP3/APLNR/HOXD11/CSMD1/NOG/EDNRA/PDCD10/OSR1/GLI3/HNF1B/WT1/PERP/ITGB3/EFNB2/FGF2/FOXA1/HOXA13/NKX3-1/OPA1/PPP1CA/RET/STIL/ALX1/HESX1/KIF20B/MTSS1/HS3ST3B1/RPGRIP1L/NPHP3/SIX4/BBS7/FERMT1/MIB1/PRICKLE1/NPNT/DLG5/DEAF1/PALS1/MTOR/PBX1/LHX2/RSPO2/PRKACA/IL10/MEF2C/KDM5B/TIMELESS/ST14/NKX2-5/CTSZ/DLG3/MEGF8/KAT2A/MYO9A/PLXNA1/RARA/LUZP1/WDR1/TMED2/CDK20/PLXNB2/MTHFD1L/ZDHHC7/RGMA/FOXN4/FREM2/MAGED1/SEMA3E/CELSR1/SOX8/RBPJ/MDK/PFN1/GREB1/CLASP1/TRAF3IP1/CLIC4/TFAP2A/SALL1/SOX17/RAB10/FLG2/HES1/AR/STK4/MTHFR/WNT7B/LIAS/CLUAP1/NPHP1/PRKD2/RPS7/MICAL2/SOCS3/BSG/FOXD1",212,"bowel",33,4244,"go_bp","morphogenesis of an epithelium___bowel"
"GO:0044772","mitotic cell cycle phase transition","181/3957","360/11178",0.502777777777778,1.42028051554208,6.00017609323788,2.94301278517227e-09,4.06650791591179e-06,3.21407975222761e-06,"E2F3/RB1/CDC25A/CDC25C/EIF4E/KLF11/TMOD3/PTEN/CDK6/CDKN1A/MYC/EGFR/CDK4/EZH2/CCNA2/KLF4/MUC1/PPP3CA/ADAM17/ACTB/FGF10/MDM2/RPS6KB1/PPM1D/JADE1/CCND1/CDKN1B/ANXA1/CCND2/RDX/BUB1/CALM1/CALM3/CCNE2/ESPL1/UBE2C/E2F7/RCC2/E2F1/CCNG1/CHFR/BIRC5/CDC6/ID4/ORC1/WEE1/CUL3/CRLF3/RIOK2/FBXO31/SKA1/BCL2/CDC25B/AKT1/ITGB1/SMARCD2/TERT/MTA3/TRIM71/CDC14B/CYP1A1/MYB/TPD52L1/PKD1/TP53/CDKN2A/BRCA1/CDK2/INHBA/DPF2/DUSP1/BRD7/USP22/TTK/NFIB/CENPF/ID2/CCNE1/APC/DTL/CDKN3/RAD21/BARD1/BLM/BUB1B/CDC20/CDKN2D/CENPE/DDX3X/EPS8/ERCC3/HSPA2/MAD2L1/NBN/CDK14/RBL2/RRM1/STIL/SMARCA2/SMARCB1/CUL5/CDC7/CDC14A/TRIP13/DLGAP5/KIF14/CCNO/TOPBP1/ANAPC15/APPL1/FBXO5/ANLN/RFWD3/PHF10/PPP2R2D/INIP/CLSPN/ATAD5/DBF4B/NUF2/TICRR/SASS6/CCNY/GEN1/KNL1/HASPIN/PBX1/MEPCE/FOXM1/ARID2/RBX1/DNM2/CTDSP2/ADAMTS1/CDC34/CCND3/CCNF/EIF4G1/FOXO4/SMARCA4/SMARCC2/TCF3/TPR/CUL4A/BUB3/VPS4A/CHMP2A/STK35/MAD2L1BP/KHDRBS1/CTC1/KLHL22/SDE2/BCL7B/SMARCD1/SPAST/AURKA/CLASP1/MRNIP/MAD2L2/CDC27/PLK1/POLE/MELK/ARPP19/CKS2/RBL1/ZNF655/TFDP1/INO80/ZFP36L2/CDC23/EIF4EBP1/CALM2/CCNG2/GSK3B/TAOK1/SMARCC1/WAC/ABRAXAS1/KDM8",181,"bowel",33,4244,"go_bp","mitotic cell cycle phase transition___bowel"
"GO:0090068","positive regulation of cell cycle process","120/3957","221/11178",0.542986425339366,1.53386461017019,5.93373868528226,5.31597156908990e-09,5.87627497247197e-06,4.64448042352065e-06,"RB1/CDC25A/SFPQ/CDC25C/TMOD3/EGFR/CDK4/EZH2/ADAM17/ARF6/CD28/FGF10/MDM2/IGF1/CCND1/ANXA1/CCND2/RDX/BUB1/CCNE2/ESPL1/UBE2C/E2F7/CEP120/USP19/RAB11FIP4/RCC2/MED1/FGFR1/BIRC5/CDC6/PLSCR1/WEE1/CUL3/SKA1/POC1A/KIF3B/CDC25B/AKT1/PDGFB/TERT/TNF/MTA3/CDC14B/CYP1A1/RHOA/ROCK2/BTC/IGF2/ATRX/GPSM2/KIF23/CCNE1/DTL/FEN1/WNK1/RAD21/CDC20/DDX3X/ECT2/HOXA13/HSPA2/MAD2L1/RRM1/STIL/CDC7/PKP4/CDC14A/KAT2B/KIF20B/DLGAP5/KIF14/SMC4/SMC2/PLK4/CIT/NCAPH/FBXO5/RACGAP1/E2F8/ATAD5/CCDC15/DBF4B/FAM83D/SASS6/STXBP4/GEN1/SLF2/SLF1/KNL1/CEP295/PBX1/MEPCE/GIPC1/ADAMTS1/CCND3/DYNC1H1/EIF4G1/HNRNPU/PPP1R10/SVIL/TPR/CUL4A/NCAPD2/EXOC7/NUP62/PAF1/MAD2L1BP/NUDT16/DDX11/MACROH2A1/SPAST/AURKA/TGFA/UBXN2B/TFDP1/INO80/CDC23/PAGR1/NUMA1",120,"bowel",33,4244,"go_bp","positive regulation of cell cycle process___bowel"
"GO:0033044","regulation of chromosome organization","109/3957","197/11178",0.553299492385787,1.56299765627706,5.90154512642768,6.6998055261523e-09,6.17163752384063e-06,4.87792858483019e-06,"RB1/SFPQ/HNRNPD/TNKS2/MYC/KLF4/ACTB/BUB1/MAPK1/ESPL1/UBE2C/MCPH1/CHFR/BIRC5/CDC6/HSP90AA1/CUL3/XRN1/RIOK2/NEK7/SKA1/MAPKAPK5/TRAPPC12/TENT4B/H3-3B/SMARCD2/INO80D/TP53/ATRX/CTNNB1/CDK2/DPF2/SIRT1/DUSP1/BRD7/TTK/CENPF/APC/FEN1/CTCF/RAD21/BUB1B/CDC20/CENPE/ERCC4/MAD2L1/NBN/SMARCA2/SMARCB1/KAT2B/TRIP13/DLGAP5/SMC4/SMC2/NCAPH/ANAPC15/FBXO5/FBXO4/PHF10/PIF1/NUF2/GEN1/PARN/SLF2/SLF1/KNL1/H3-3A/HASPIN/HNRNPA1/ARID2/PARP1/HNRNPA2B1/HNRNPU/LMNA/PPP1R10/SMARCA4/SMARCC2/TPR/YY1/USP7/BUB3/NCAPD2/CCT7/SMG1/GNL3/NAF1/RTEL1/MAD2L1BP/TCP1/HNRNPC/DDX11/CTC1/KLHL22/MACROH2A1/CCT8/BCL7B/TAL1/SMARCD1/TERF1/MAD2L2/CDC27/PLK1/ACTR5/INO80/CDC23/AXIN2/SMARCC1/TERF2/NUMA1",109,"bowel",33,4244,"go_bp","regulation of chromosome organization___bowel"
"GO:0044770","cell cycle phase transition","215/3957","446/11178",0.482062780269058,1.36176339596855,5.77163285961272,9.87644278385318e-09,7.79815703805093e-06,6.16349436887078e-06,"CLOCK/MAPK14/E2F3/RB1/CDC25A/CDC25C/EIF4E/KLF11/TMOD3/SUSD2/PTEN/CDK6/CDKN1A/MYC/EGFR/CDK4/EZH2/CCNA2/KLF4/MUC1/PPP3CA/ADAM17/ACTB/FGF10/MDM2/MAP3K11/RPS6KB1/SOX2/PPM1D/JADE1/CCND1/CDKN1B/ANXA1/CCND2/RDX/BUB1/CALM1/CALM3/RAD9A/CCNE2/ESPL1/UBE2C/E2F7/RCC2/E2F1/CCNG1/CHFR/BIRC5/CDC6/CSNK2A1/ID4/ORC1/WEE1/CUL3/CRLF3/RIOK2/FBXO31/SKA1/FEM1B/BCL2/CDC25B/AKT1/ITGB1/SMARCD2/TERT/MTA3/TRIM71/CDC14B/CYP1A1/MYB/TPD52L1/PKD1/TP53/CDKN2A/BRCA1/CDK2/INHBA/DPF2/STK33/CAMSAP3/DUSP1/BRD7/USP22/TTK/NFIB/CENPF/ID2/CCNE1/BRCA2/APC/DTL/CDKN3/RAD21/BARD1/BLM/BUB1B/CDC20/CDKN2D/CENPE/DDX3X/EPS8/ERCC3/HSPA2/MAD2L1/NBN/OVOL1/CDK14/RAD1/RAD51/RBL2/RRM1/STIL/SMARCA2/SMARCB1/CUL5/CDC7/CDC14A/TRIP13/DLGAP5/KIF14/CCNO/TOPBP1/ANAPC15/APPL1/FBXO5/FBXO4/ANLN/RFWD3/PHF10/PPP2R2D/INIP/CLSPN/ATAD5/WDR76/DBF4B/FAM83D/NUF2/BRIP1/TICRR/EME1/SASS6/CCNY/STXBP4/GEN1/KNL1/HASPIN/PBX1/MEPCE/FOXM1/ARID2/RBX1/DNM2/CTDSP2/ADAMTS1/CDC34/CCND3/TIMELESS/CCNF/EIF4G1/FOXO4/PPP1R10/SMARCA4/SMARCC2/TCF3/TPR/CUL4A/BUB3/MDC1/VPS4A/CHMP2A/PAF1/USP28/STK35/MAD2L1BP/KHDRBS1/CTC1/KLHL22/SDE2/AKAP8L/CCAR2/MACROH2A1/BCL7B/SMARCD1/SPAST/AURKA/CLASP1/MRNIP/MAD2L2/CDC27/SIX3/PLK1/POLE/MELK/ARPP19/LYN/CKS2/RBL1/ZNF655/TFDP1/INO80/ZFP36L2/CDC5L/CDK17/CDC23/STK38/EIF4EBP1/CALM2/CCNG2/GSK3B/TAOK1/SMARCC1/WAC/PAGR1/ABRAXAS1/KDM8",215,"bowel",33,4244,"go_bp","cell cycle phase transition___bowel"
"GO:0010586","miRNA metabolic process","64/3957","102/11178",0.627450980392157,1.77246577175222,5.80142704513379,1.52665638406472e-08,9.81165204359635e-06,7.75491719709461e-06,"PPARA/TGFB2/QKI/MYCN/ESR1/VEGFA/MYC/EGFR/HIF1A/ETS1/AGO2/KLF4/SMAD3/SMAD4/POU5F1/SOX9/DDX17/MYOCD/NOTCH2/APP/LIN28B/BMP4/TUT4/SREBF1/NCOR2/TENT4B/STAT3/PDGFB/TERT/TNF/HRAS/NEAT1/JUN/MYB/ELOC/DICER1/TP53/SRF/GATA3/PAX6/NFIB/WT1/FOS/PPARG/EGR1/FGF2/FOXA1/POU2F1/PARN/MRTFB/AGO1/IL10/FOXO3/RARA/SMARCA4/NR1H2/YY1/KHSRP/GNL3/NCOR1/TENT2/XPO5/AR/REST",64,"bowel",33,4244,"go_bp","miRNA metabolic process___bowel"
"GO:1902893","regulation of miRNA transcription","49/3957","72/11178",0.680555555555556,1.92247915087187,5.81287455997699,1.59769980807612e-08,9.81165204359635e-06,7.75491719709461e-06,"PPARA/TGFB2/MYCN/ESR1/VEGFA/MYC/EGFR/HIF1A/ETS1/KLF4/SMAD3/SMAD4/POU5F1/SOX9/MYOCD/NOTCH2/APP/BMP4/SREBF1/NCOR2/STAT3/PDGFB/TERT/TNF/JUN/MYB/TP53/SRF/GATA3/PAX6/NFIB/WT1/FOS/PPARG/EGR1/FGF2/FOXA1/POU2F1/MRTFB/IL10/FOXO3/RARA/SMARCA4/NR1H2/YY1/GNL3/NCOR1/AR/REST",49,"bowel",33,4244,"go_bp","regulation of miRNA transcription___bowel"
"GO:0007059","chromosome segregation","163/3957","326/11178",0.5,1.41243366186505,5.59441899405508,2.9534219776111e-08,1.60496504804566e-05,1.26852960098074e-05,"RB1/PTEN/ACTB/NUP43/BUB1/FLNA/SMC3/CCNE2/ESPL1/UBE2C/HAUS6/SMARCAD1/KLHDC8B/TUBB/LSM14A/KIF18B/RCC2/CHFR/BIRC5/CDC6/CSNK2A1/HSPA1B/PLSCR1/USP9X/CUL3/PUM2/NTMT1/RIOK2/MIS12/NEK7/SKA1/CENPL/SLC25A5/RIOK3/KIF3B/TRAPPC12/CHMP1B/NUP37/UHRF1/PPP2R2A/SMARCD2/P3H4/CENPP/RHOA/BRCA1/DPF2/MAPRE1/UBE2I/SIRT1/DUSP1/BRD7/TTK/CENPF/GPSM2/KIF23/CCNE1/APC/CTCF/RAD21/BUB1B/CDC20/CENPE/DDX3X/ECT2/CENPI/MAD2L1/MKI67/STIL/SMARCA2/SMARCB1/TOP1/UVRAG/KAT2B/TRIP13/DLGAP5/KIF14/SMC4/ACTR2/TUBGCP3/SMC2/NCAPH/ANAPC15/FBXO5/RACGAP1/PSMC3IP/PHF10/HJURP/PPP2R2D/CENPK/HAUS3/DSN1/FAM83D/KIF18A/NUF2/BRIP1/PSRC1/CCSAP/PRICKLE1/ESCO2/SASS6/ASPM/GEN1/NDE1/SGO2/ARHGEF10/KIF15/KNL1/TENT4A/HASPIN/FIRRM/ARID2/KMT5A/SMC1A/KIF2A/C9orf78/DYNC1H1/HNRNPU/DRG1/RAN/SMARCA4/SMARCC2/TPR/BAG6/BUB3/NCAPD2/EHMT2/NUP62/VPS4A/CHMP2A/BEX4/CHAMP1/MAD2L1BP/MLH3/NCOR1/KPNB1/GOLGA2/MAU2/KLHL22/RPS3/AKAP8L/BCL7B/SMARCD1/AURKA/TERF1/CLASP1/MAD2L2/TUBG1/CCNB1IP1/CDC27/TTL/PLK1/CENPM/INO80/SGO1/GEM/CDC23/SMARCC1/ABRAXAS1/MAP1S/ARL8B/NUMA1/KIFC1/PMF1",163,"bowel",33,4244,"go_bp","chromosome segregation___bowel"
"GO:0003158","endothelium development","90/6622","112/11178",0.803571428571429,1.35643633774863,4.57047152109823,1.47855491299476e-06,0.00818971566307799,0.0072604828096006,"BMPR2/RAP1B/PDCD10/NOTCH1/NR2F2/HEG1/ZDHHC21/VEGFA/CTNNB1/PROX1/NRP1/HEY2/FOXP1/CD34/STARD13/NOTCH4/FGF1/HOXB5/RBPJ/PDE4D/RAPGEF3/ACVR1/KDR/MSN/EZR/IL1B/SMAD4/FZD1/AMOTL2/ROCK2/ROCK1/TJP3/F11R/ICAM1/GSTM3/HOXA13/EDF1/CD2AP/APOLD1/GPX1/FASN/SLC40A1/RAP2C/EDN1/SOX17/FOXJ2/ID1/CLDN1/MYADM/S1PR2/MYD88/TNF/RAPGEF2/FSTL1/ATOH8/PDPN/LIPA/BARX1/VEZF1/RAP1A/DLL1/ZEB1/CLIC4/BTG1/KDM6B/ACVR2B/RHOB/ITGAX/FZD4/MARVELD2/TJP1/PTPRS/PRKD2/ACVRL1/F2RL1/BLOC1S6/PPP1R16B/CXCL10/ADD1/RHOA/CDH5/CLDN5/PROX2/MET/JAG1/HEY1/RDX/RAPGEF1/FZD2/ARHGEF26",90,"brain",92,7136,"go_bp","endothelium development___brain"
"GO:0048863","stem cell differentiation","160/6622","216/11178",0.740740740740741,1.2503775294473,4.47963554963548,3.00970516839985e-06,0.00833537846388337,0.00738961821609752,"SFRP1/BCL2/ZFP36L2/ESR1/BMPR2/HMGA2/FGFR1/CDX2/GATA6/NR6A1/RPS7/CCDC88C/PHOX2B/NOTCH1/MAPK14/CDK6/TP63/EFNB1/GDNF/PDGFRA/MAPK1/RET/SIX1/SH2B3/TWIST1/RBBP4/SOX6/SEMA3E/EOMES/MTA3/SEMA6A/ZEB2/SNAI2/SOX5/STAT3/CTNNB1/NRP1/PUM1/GATAD2B/PHACTR4/CDC42/TP53/FBXL17/ARB2A/HES1/TGFBR2/REST/GSK3B/SRF/WNT8A/MYOCD/TAL1/CDK12/TTYH1/TGFB2/JARID2/HNRNPU/RBPJ/TCOF1/SEMA6D/XRCC5/LRP6/SP7/SMO/HIF1A/ACVR1/RUNX2/CDH2/ITGB1/MAPK3/SOX9/HOXD4/BMPR1A/FOXC1/HDAC2/SMAD4/FZD1/ALDH1A2/SEMA4G/SMAD1/SMAD5/PHF19/EZH2/FGF2/SLC9A1/PWP1/FBXO21/GATAD2A/LTBP3/KDM3A/MTF2/KLHL12/CFL1/CHD4/FOLR1/ERBB4/SEMA7A/EDN1/SOX17/ZNF281/PEF1/SETD1A/MSI2/YTHDF2/FOXA1/ABL1/NSUN2/NELFB/SMAD9/EIF2AK2/ALX1/FRZB/PSMD11/TBX2/PAX2/TBX1/L3MBTL2/CITED2/OTUD5/UFL1/LIF/FN1/KDM4C/CHD3/EXT1/PHF5A/NFE2L2/MTA2/NRP2/PITX2/TRIM6/PRICKLE1/BMP7/SEMA5A/MBD3/FGFR2/SMYD5/SEMA3D/NOLC1/SEMA4F/MTA1/SHC4/FGF19/SEMA6B/SEMA3F/LIN28A/A2M/ISL1/TBX3/RBM24/JAG1/MLLT3/MSX2/SEMA4C/TCF15/WNT7A/HDAC1/OCIAD1/NUDT21/NKX2-5",160,"brain",92,7136,"go_bp","stem cell differentiation___brain"
